driverId,q1_timing,q2_timing,q3_timing,race_id,position,qualifying_pos,prev_year_pos,season,round
button,1:22.301,0,0,2003_14,17,7,5.0,2003,14
coulthard,1:22.471,0,0,2003_14,14,8,7.0,2003,14
panis,1:22.488,0,0,2003_14,15,9,6.0,2003,14
villeneuve,1:22.717,0,0,2003_14,6,10,9.0,2003,14
webber,1:22.754,0,0,2003_14,7,11,16.0,2003,14
matta,1:22.914,0,0,2003_14,18,12,0.0,2003,14
fisichella,1:22.992,0,0,2003_14,10,13,8.0,2003,14
frentzen,1:23.216,0,0,2003_14,13,14,0.0,2003,14
wilson,1:23.484,0,0,2003_14,19,15,0.0,2003,14
heidfeld,1:23.803,0,0,2003_14,9,16,10.0,2003,14
verstappen,1:25.078,0,0,2003_14,16,17,0.0,2003,14
baumgartner,1:25.881,0,0,2003_14,11,18,0.0,2003,14
kiesa,1:26.778,0,0,2003_14,12,19,0.0,2003,14
alonso,1:40.405,0,0,2003_14,8,20,0.0,2003,14
raikkonen,1:11.670,0,0,2003_15,2,1,17.0,2003,15
barrichello,1:11.794,0,0,2003_15,20,2,1.0,2003,15
panis,1:11.920,0,0,2003_15,17,3,12.0,2003,15
montoya,1:11.948,0,0,2003_15,6,4,4.0,2003,15
ralf_schumacher,1:12.078,0,0,2003_15,19,5,16.0,2003,15
alonso,1:12.087,0,0,2003_15,15,6,0.0,2003,15
michael_schumacher,1:12.194,0,0,2003_15,1,7,2.0,2003,15
coulthard,1:12.297,0,0,2003_15,14,8,3.0,2003,15
matta,1:12.326,0,0,2003_15,9,9,0.0,2003,15
trulli,1:12.566,0,0,2003_15,4,10,5.0,2003,15
button,1:12.695,0,0,2003_15,16,11,8.0,2003,15
villeneuve,1:13.050,0,0,2003_15,12,12,6.0,2003,15
heidfeld,1:13.083,0,0,2003_15,5,13,9.0,2003,15
webber,1:13.269,0,0,2003_15,18,14,19.0,2003,15
frentzen,1:13.447,0,0,2003_15,3,15,13.0,2003,15
wilson,1:13.585,0,0,2003_15,8,16,0.0,2003,15
fisichella,1:13.798,0,0,2003_15,7,17,7.0,2003,15
firman,1:14.027,0,0,2003_15,13,18,0.0,2003,15
verstappen,1:15.360,0,0,2003_15,10,19,0.0,2003,15
kiesa,1:15.644,0,0,2003_15,11,20,0.0,2003,15
barrichello,1:31.713,0,0,2003_16,1,1,2.0,2003,16
montoya,1:32.412,0,0,2003_16,20,2,4.0,2003,16
matta,1:32.419,0,0,2003_16,7,3,0.0,2003,16
panis,1:32.862,0,0,2003_16,10,4,17.0,2003,16
alonso,1:33.044,0,0,2003_16,18,5,0.0,2003,16
webber,1:33.106,0,0,2003_16,11,6,10.0,2003,16
coulthard,1:33.137,0,0,2003_16,3,7,18.0,2003,16
raikkonen,1:33.272,0,0,2003_16,2,8,3.0,2003,16
button,1:33.474,0,0,2003_16,4,9,6.0,2003,16
wilson,1:33.558,0,0,2003_16,13,10,0.0,2003,16
heidfeld,1:33.632,0,0,2003_16,9,11,7.0,2003,16
frentzen,1:33.896,0,0,2003_16,19,12,0.0,2003,16
sato,1:33.924,0,0,2003_16,6,13,5.0,2003,16
michael_schumacher,1:34.302,0,0,2003_16,8,14,1.0,2003,16
firman,1:34.771,0,0,2003_16,14,15,0.0,2003,16
fisichella,1:34.912,0,0,2003_16,17,16,13.0,2003,16
verstappen,1:34.975,0,0,2003_16,15,17,0.0,2003,16
kiesa,1:37.226,0,0,2003_16,16,18,0.0,2003,16
ralf_schumacher,0,0,0,2003_16,12,19,11.0,2003,16
trulli,0,0,0,2003_16,5,20,14.0,2003,16
michael_schumacher,1:24.408,0,0,2004_1,1,1,4.0,2004,1
barrichello,1:24.482,0,0,2004_1,2,2,20.0,2004,1
montoya,1:24.998,0,0,2004_1,5,3,2.0,2004,1
button,1:24.998,0,0,2004_1,6,4,10.0,2004,1
alonso,1:25.699,0,0,2004_1,3,5,7.0,2004,1
webber,1:25.805,0,0,2004_1,18,6,17.0,2004,1
sato,1:25.851,0,0,2004_1,9,7,0.0,2004,1
ralf_schumacher,1:25.925,0,0,2004_1,4,8,8.0,2004,1
trulli,1:26.290,0,0,2004_1,7,9,5.0,2004,1
raikkonen,1:26.297,0,0,2004_1,20,10,3.0,2004,1
massa,1:27.065,0,0,2004_1,15,11,0.0,2004,1
coulthard,1:27.294,0,0,2004_1,8,12,1.0,2004,1
matta,1:27.823,0,0,2004_1,12,13,18.0,2004,1
fisichella,1:27.845,0,0,2004_1,10,14,12.0,2004,1
heidfeld,1:28.178,0,0,2004_1,16,15,15.0,2004,1
pantano,1:30.140,0,0,2004_1,14,16,0.0,2004,1
baumgartner,1:30.681,0,0,2004_1,19,17,0.0,2004,1
panis,0,0,0,2004_1,13,18,14.0,2004,1
klien,0,0,0,2004_1,11,19,0.0,2004,1
bruni,0,0,0,2004_1,17,20,0.0,2004,1
michael_schumacher,1:33.074,0,0,2004_2,1,1,6.0,2004,2
webber,1:33.715,0,0,2004_2,20,2,16.0,2004,2
barrichello,1:33.756,0,0,2004_2,4,3,2.0,2004,2
montoya,1:34.054,0,0,2004_2,2,4,12.0,2004,2
raikkonen,1:34.164,0,0,2004_2,17,5,1.0,2004,2
button,1:34.221,0,0,2004_2,3,6,7.0,2004,2
ralf_schumacher,1:34.235,0,0,2004_2,19,7,4.0,2004,2
trulli,1:34.413,0,0,2004_2,5,8,5.0,2004,2
coulthard,1:34.602,0,0,2004_2,6,9,18.0,2004,2
matta,1:34.917,0,0,2004_2,9,10,11.0,2004,2
massa,1:35.039,0,0,2004_2,8,11,0.0,2004,2
fisichella,1:35.061,0,0,2004_2,11,12,19.0,2004,2
klien,1:35.158,0,0,2004_2,10,13,0.0,2004,2
panis,1:35.617,0,0,2004_2,12,14,17.0,2004,2
heidfeld,1:36.569,0,0,2004_2,18,15,8.0,2004,2
bruni,1:38.577,0,0,2004_2,14,16,0.0,2004,2
baumgartner,1:39.272,0,0,2004_2,16,17,0.0,2004,2
pantano,1:39.902,0,0,2004_2,13,18,0.0,2004,2
alonso,0,0,0,2004_2,7,19,3.0,2004,2
sato,0,0,0,2004_2,15,20,0.0,2004,2
michael_schumacher,1:30.139,0,0,2004_3,1,1,0.0,2004,3
barrichello,1:30.530,0,0,2004_3,2,2,0.0,2004,3
montoya,1:30.581,0,0,2004_3,13,3,0.0,2004,3
ralf_schumacher,1:30.633,0,0,2004_3,7,4,0.0,2004,3
sato,1:30.827,0,0,2004_3,5,5,0.0,2004,3
button,1:30.856,0,0,2004_3,3,6,0.0,2004,3
trulli,1:30.971,0,0,2004_3,4,7,0.0,2004,3
panis,1:31.686,0,0,2004_3,9,8,0.0,2004,3
matta,1:31.717,0,0,2004_3,10,9,0.0,2004,3
coulthard,1:31.719,0,0,2004_3,18,10,0.0,2004,3
fisichella,1:31.731,0,0,2004_3,11,11,0.0,2004,3
klien,1:32.332,0,0,2004_3,14,12,0.0,2004,3
massa,1:32.536,0,0,2004_3,12,13,0.0,2004,3
webber,1:32.625,0,0,2004_3,8,14,0.0,2004,3
heidfeld,1:33.506,0,0,2004_3,15,18,0.0,2004,3
pantano,1:34.105,0,0,2004_3,16,15,0.0,2004,3
alonso,1:34.130,0,0,2004_3,6,16,0.0,2004,3
bruni,1:34.584,0,0,2004_3,17,17,0.0,2004,3
baumgartner,1:35.787,0,0,2004_3,19,20,0.0,2004,3
raikkonen,0,0,0,2004_3,20,19,0.0,2004,3
button,1:19.753,0,0,2004_4,2,1,8.0,2004,4
michael_schumacher,1:20.011,0,0,2004_4,1,2,1.0,2004,4
montoya,1:20.212,0,0,2004_4,3,3,7.0,2004,4
barrichello,1:20.451,0,0,2004_4,6,4,3.0,2004,4
ralf_schumacher,1:20.538,0,0,2004_4,7,5,4.0,2004,4
alonso,1:20.895,0,0,2004_4,4,6,6.0,2004,4
sato,1:20.913,0,0,2004_4,16,7,0.0,2004,4
webber,1:20.921,0,0,2004_4,13,8,16.0,2004,4
trulli,1:21.034,0,0,2004_4,5,9,13.0,2004,4
matta,1:21.087,0,0,2004_4,18,10,12.0,2004,4
coulthard,1:21.091,0,0,2004_4,12,11,5.0,2004,4
massa,1:21.532,0,0,2004_4,10,12,0.0,2004,4
panis,1:21.558,0,0,2004_4,11,13,9.0,2004,4
klien,1:21.949,0,0,2004_4,14,14,0.0,2004,4
pantano,1:23.352,0,0,2004_4,20,15,0.0,2004,4
heidfeld,1:23.488,0,0,2004_4,17,16,10.0,2004,4
bruni,1:26.899,0,0,2004_4,19,17,0.0,2004,4
baumgartner,1:46.299,0,0,2004_4,15,19,0.0,2004,4
fisichella,0,0,0,2004_4,9,18,15.0,2004,4
raikkonen,0,0,0,2004_4,8,20,2.0,2004,4
michael_schumacher,1:15.022,0,0,2004_5,1,1,1.0,2004,5
montoya,1:15.639,0,0,2004_5,15,2,4.0,2004,5
sato,1:15.809,0,0,2004_5,5,3,0.0,2004,5
trulli,1:16.144,0,0,2004_5,3,4,18.0,2004,5
barrichello,1:16.272,0,0,2004_5,2,5,3.0,2004,5
ralf_schumacher,1:16.293,0,0,2004_5,6,6,5.0,2004,5
panis,1:16.313,0,0,2004_5,17,7,14.0,2004,5
alonso,1:16.422,0,0,2004_5,4,8,2.0,2004,5
webber,1:16.514,0,0,2004_5,12,9,7.0,2004,5
coulthard,1:16.636,0,0,2004_5,10,10,16.0,2004,5
matta,1:17.038,0,0,2004_5,13,11,6.0,2004,5
fisichella,1:17.444,0,0,2004_5,7,12,13.0,2004,5
raikkonen,1:17.445,0,0,2004_5,11,13,20.0,2004,5
button,1:17.575,0,0,2004_5,8,14,9.0,2004,5
heidfeld,1:17.802,0,0,2004_5,18,15,10.0,2004,5
klien,1:17.812,0,0,2004_5,16,16,0.0,2004,5
massa,1:17.866,0,0,2004_5,9,17,0.0,2004,5
bruni,1:19.817,0,0,2004_5,19,18,0.0,2004,5
pantano,1:20.607,0,0,2004_5,14,19,0.0,2004,5
baumgartner,1:21.470,0,0,2004_5,20,20,0.0,2004,5
trulli,1:13.985,0,0,2004_6,1,1,6.0,2004,6
ralf_schumacher,1:14.345,0,0,2004_6,10,12,4.0,2004,6
button,1:14.396,0,0,2004_6,2,2,20.0,2004,6
alonso,1:14.408,0,0,2004_6,12,3,5.0,2004,6
michael_schumacher,1:14.516,0,0,2004_6,11,4,3.0,2004,6
raikkonen,1:14.592,0,0,2004_6,13,5,2.0,2004,6
barrichello,1:14.716,0,0,2004_6,3,6,8.0,2004,6
sato,1:14.827,0,0,2004_6,17,7,0.0,2004,6
coulthard,1:14.951,0,0,2004_6,18,8,7.0,2004,6
montoya,1:15.039,0,0,2004_6,4,9,1.0,2004,6
fisichella,1:15.352,0,0,2004_6,19,10,10.0,2004,6
webber,1:15.725,0,0,2004_6,16,11,17.0,2004,6
panis,1:15.859,0,0,2004_6,8,13,13.0,2004,6
klien,1:15.919,0,0,2004_6,20,14,0.0,2004,6
matta,1:16.169,0,0,2004_6,6,15,9.0,2004,6
massa,1:16.248,0,0,2004_6,5,16,0.0,2004,6
heidfeld,1:16.488,0,0,2004_6,7,17,11.0,2004,6
pantano,1:17.443,0,0,2004_6,15,18,0.0,2004,6
baumgartner,1:20.060,0,0,2004_6,9,19,0.0,2004,6
bruni,1:20.115,0,0,2004_6,14,20,0.0,2004,6
michael_schumacher,1:28.351,0,0,2004_7,1,1,5.0,2004,7
sato,1:28.986,0,0,2004_7,16,2,0.0,2004,7
trulli,1:29.135,0,0,2004_7,4,3,18.0,2004,7
raikkonen,1:29.137,0,0,2004_7,18,4,20.0,2004,7
button,1:29.245,0,0,2004_7,3,5,7.0,2004,7
alonso,1:29.313,0,0,2004_7,5,6,4.0,2004,7
barrichello,1:29.353,0,0,2004_7,2,7,3.0,2004,7
montoya,1:29.354,0,0,2004_7,8,8,2.0,2004,7
ralf_schumacher,1:29.459,0,0,2004_7,19,9,1.0,2004,7
panis,1:29.697,0,0,2004_7,11,10,19.0,2004,7
matta,1:29.706,0,0,2004_7,20,11,16.0,2004,7
klien,1:31.431,0,0,2004_7,12,12,0.0,2004,7
heidfeld,1:31.604,0,0,2004_7,10,13,8.0,2004,7
webber,1:31.797,0,0,2004_7,7,14,6.0,2004,7
pantano,1:31.979,0,0,2004_7,13,15,0.0,2004,7
massa,1:31.982,0,0,2004_7,9,16,0.0,2004,7
baumgartner,1:34.398,0,0,2004_7,15,17,0.0,2004,7
coulthard,0,0,0,2004_7,17,18,15.0,2004,7
fisichella,0,0,0,2004_7,6,19,12.0,2004,7
bruni,0,0,0,2004_7,14,20,0.0,2004,7
ralf_schumacher,1:12.275,0,0,2004_8,17,1,2.0,2004,8
button,1:12.341,0,0,2004_8,3,2,13.0,2004,8
trulli,1:13.023,0,0,2004_8,16,3,16.0,2004,8
montoya,1:13.072,0,0,2004_8,18,4,3.0,2004,8
alonso,1:13.308,0,0,2004_8,13,5,4.0,2004,8
michael_schumacher,1:13.355,0,0,2004_8,1,6,1.0,2004,8
barrichello,1:13.562,0,0,2004_8,2,7,5.0,2004,8
raikkonen,1:13.595,0,0,2004_8,5,8,6.0,2004,8
coulthard,1:13.681,0,0,2004_8,6,9,14.0,2004,8
klien,1:14.532,0,0,2004_8,9,10,0.0,2004,8
fisichella,1:14.674,0,0,2004_8,4,11,17.0,2004,8
matta,1:14.851,0,0,2004_8,19,12,11.0,2004,8
panis,1:14.891,0,0,2004_8,20,13,8.0,2004,8
webber,1:15.148,0,0,2004_8,15,14,7.0,2004,8
heidfeld,1:15.321,0,0,2004_8,8,15,15.0,2004,8
glock,1:16.323,0,0,2004_8,7,16,0.0,2004,8
sato,1:17.004,0,0,2004_8,12,20,0.0,2004,8
baumgartner,1:17.064,0,0,2004_8,10,18,0.0,2004,8
massa,0,0,0,2004_8,11,17,0.0,2004,8
bruni,0,0,0,2004_8,14,19,0.0,2004,8
barrichello,1:10.223,0,0,2004_9,2,1,20.0,2004,9
michael_schumacher,1:10.400,0,0,2004_9,1,2,1.0,2004,9
sato,1:10.601,0,0,2004_9,3,3,0.0,2004,9
button,1:10.820,0,0,2004_9,13,4,16.0,2004,9
montoya,1:11.062,0,0,2004_9,11,5,6.0,2004,9
ralf_schumacher,1:11.106,0,0,2004_9,15,6,19.0,2004,9
raikkonen,1:11.137,0,0,2004_9,6,7,2.0,2004,9
panis,1:11.167,0,0,2004_9,5,8,17.0,2004,9
alonso,1:11.185,0,0,2004_9,16,9,15.0,2004,9
webber,1:11.286,0,0,2004_9,10,10,18.0,2004,9
matta,1:11.691,0,0,2004_9,14,11,9.0,2004,9
coulthard,1:12.026,0,0,2004_9,7,12,14.0,2004,9
klien,1:12.170,0,0,2004_9,17,13,0.0,2004,9
fisichella,1:12.470,0,0,2004_9,9,14,7.0,2004,9
massa,1:12.721,0,0,2004_9,18,15,0.0,2004,9
heidfeld,1:13.147,0,0,2004_9,12,16,5.0,2004,9
pantano,1:13.375,0,0,2004_9,19,17,0.0,2004,9
bruni,1:14.010,0,0,2004_9,20,18,0.0,2004,9
baumgartner,1:14.812,0,0,2004_9,8,19,0.0,2004,9
trulli,0,0,0,2004_9,4,20,4.0,2004,9
alonso,1:13.698,0,0,2004_10,2,1,18.0,2004,10
michael_schumacher,1:13.971,0,0,2004_10,1,2,3.0,2004,10
coulthard,1:13.987,0,0,2004_10,6,3,5.0,2004,10
button,1:13.995,0,0,2004_10,5,4,20.0,2004,10
trulli,1:14.070,0,0,2004_10,4,5,17.0,2004,10
montoya,1:14.172,0,0,2004_10,8,6,2.0,2004,10
sato,1:14.240,0,0,2004_10,20,7,0.0,2004,10
gene,1:14.275,0,0,2004_10,10,8,0.0,2004,10
raikkonen,1:14.346,0,0,2004_10,7,9,4.0,2004,10
barrichello,1:14.478,0,0,2004_10,3,10,7.0,2004,10
matta,1:14.553,0,0,2004_10,14,11,11.0,2004,10
webber,1:14.798,0,0,2004_10,9,12,6.0,2004,10
klien,1:15.065,0,0,2004_10,11,13,0.0,2004,10
panis,1:15.130,0,0,2004_10,15,14,8.0,2004,10
fisichella,1:16.177,0,0,2004_10,12,15,19.0,2004,10
massa,1:16.200,0,0,2004_10,13,16,0.0,2004,10
heidfeld,1:16.807,0,0,2004_10,16,17,13.0,2004,10
pantano,1:17.462,0,0,2004_10,17,18,0.0,2004,10
bruni,1:17.913,0,0,2004_10,18,19,0.0,2004,10
baumgartner,1:18.247,0,0,2004_10,19,20,0.0,2004,10
raikkonen,1:18.233,0,0,2004_11,2,1,3.0,2004,11
barrichello,1:18.305,0,0,2004_11,3,2,1.0,2004,11
button,1:18.580,0,0,2004_11,4,3,8.0,2004,11
michael_schumacher,1:18.710,0,0,2004_11,1,4,4.0,2004,11
trulli,1:18.715,0,0,2004_11,18,5,6.0,2004,11
alonso,1:18.811,0,0,2004_11,10,16,18.0,2004,11
coulthard,1:19.148,0,0,2004_11,7,6,5.0,2004,11
montoya,1:19.378,0,0,2004_11,5,7,2.0,2004,11
sato,1:19.688,0,0,2004_11,11,8,0.0,2004,11
webber,1:20.004,0,0,2004_11,8,9,14.0,2004,11
massa,1:20.202,0,0,2004_11,9,10,0.0,2004,11
panis,1:20.335,0,0,2004_11,20,17,11.0,2004,11
gene,1:20.335,0,0,2004_11,12,11,0.0,2004,11
matta,1:20.545,0,0,2004_11,13,12,7.0,2004,11
klien,1:21.559,0,0,2004_11,14,13,0.0,2004,11
pantano,1:22.458,0,0,2004_11,17,14,0.0,2004,11
heidfeld,1:22.677,0,0,2004_11,15,15,17.0,2004,11
bruni,1:23.437,0,0,2004_11,16,18,0.0,2004,11
baumgartner,1:24.117,0,0,2004_11,19,19,0.0,2004,11
fisichella,0,0,0,2004_11,6,20,19.0,2004,11
michael_schumacher,1:13.306,0,0,2004_12,1,1,7.0,2004,12
montoya,1:13.668,0,0,2004_12,5,2,1.0,2004,12
button,1:13.674,0,0,2004_12,2,13,8.0,2004,12
raikkonen,1:13.690,0,0,2004_12,20,3,19.0,2004,12
coulthard,1:13.821,0,0,2004_12,4,4,2.0,2004,12
alonso,1:13.874,0,0,2004_12,3,5,4.0,2004,12
trulli,1:14.134,0,0,2004_12,11,6,3.0,2004,12
barrichello,1:14.278,0,0,2004_12,12,7,18.0,2004,12
sato,1:14.287,0,0,2004_12,8,8,0.0,2004,12
panis,1:14.368,0,0,2004_12,14,9,5.0,2004,12
pizzonia,1:14.556,0,0,2004_12,7,10,0.0,2004,12
webber,1:14.802,0,0,2004_12,6,11,11.0,2004,12
klien,1:15.011,0,0,2004_12,10,12,0.0,2004,12
fisichella,1:15.395,0,0,2004_12,9,14,13.0,2004,12
matta,1:15.454,0,0,2004_12,19,15,6.0,2004,12
massa,1:15.616,0,0,2004_12,13,16,0.0,2004,12
pantano,1:16.192,0,0,2004_12,15,17,0.0,2004,12
heidfeld,1:16.310,0,0,2004_12,18,18,10.0,2004,12
bruni,1:18.055,0,0,2004_12,17,19,0.0,2004,12
baumgartner,1:18.400,0,0,2004_12,16,20,0.0,2004,12
michael_schumacher,1:19.146,0,0,2004_13,1,1,8.0,2004,13
barrichello,1:19.323,0,0,2004_13,2,2,19.0,2004,13
sato,1:19.693,0,0,2004_13,6,3,0.0,2004,13
button,1:19.700,0,0,2004_13,5,4,10.0,2004,13
alonso,1:19.996,0,0,2004_13,3,5,1.0,2004,13
pizzonia,1:20.170,0,0,2004_13,7,6,0.0,2004,13
montoya,1:20.199,0,0,2004_13,4,7,3.0,2004,13
fisichella,1:20.324,0,0,2004_13,8,8,18.0,2004,13
trulli,1:20.411,0,0,2004_13,17,9,7.0,2004,13
raikkonen,1:20.570,0,0,2004_13,20,10,2.0,2004,13
webber,1:20.730,0,0,2004_13,10,11,6.0,2004,13
coulthard,1:20.897,0,0,2004_13,9,12,5.0,2004,13
panis,1:21.068,0,0,2004_13,11,13,17.0,2004,13
klien,1:21.118,0,0,2004_13,13,14,0.0,2004,13
zonta,1:21.135,0,0,2004_13,18,15,0.0,2004,13
heidfeld,1:22.180,0,0,2004_13,12,16,9.0,2004,13
pantano,1:22.356,0,0,2004_13,16,17,0.0,2004,13
baumgartner,1:24.329,0,0,2004_13,15,18,16.0,2004,13
bruni,1:24.679,0,0,2004_13,14,19,0.0,2004,13
massa,0,0,0,2004_13,19,20,0.0,2004,13
trulli,1:56.232,0,0,2004_14,9,1,0.0,2004,14
michael_schumacher,1:56.304,0,0,2004_14,2,2,0.0,2004,14
alonso,1:56.686,0,0,2004_14,16,3,0.0,2004,14
coulthard,1:57.990,0,0,2004_14,7,4,0.0,2004,14
fisichella,1:58.040,0,0,2004_14,5,5,0.0,2004,14
barrichello,1:58.175,0,0,2004_14,3,6,0.0,2004,14
webber,1:58.729,0,0,2004_14,17,7,0.0,2004,14
massa,1:59.008,0,0,2004_14,4,8,0.0,2004,14
panis,1:59.552,0,0,2004_14,8,9,0.0,2004,14
raikkonen,1:59.635,0,0,2004_14,1,10,0.0,2004,14
montoya,1:59.681,0,0,2004_14,12,11,0.0,2004,14
button,2:00.237,0,0,2004_14,14,12,0.0,2004,14
klien,2:01.246,0,0,2004_14,6,13,0.0,2004,14
pizzonia,2:01.447,0,0,2004_14,13,14,0.0,2004,14
sato,2:01.813,0,0,2004_14,18,15,0.0,2004,14
heidfeld,2:02.645,0,0,2004_14,11,16,0.0,2004,14
bruni,2:02.651,0,0,2004_14,19,17,0.0,2004,14
baumgartner,2:03.303,0,0,2004_14,15,18,0.0,2004,14
pantano,2:03.833,0,0,2004_14,20,19,0.0,2004,14
zonta,2:03.895,0,0,2004_14,10,20,0.0,2004,14
barrichello,1:20.089,0,0,2004_15,1,1,3.0,2004,15
montoya,1:20.620,0,0,2004_15,5,2,2.0,2004,15
michael_schumacher,1:20.637,0,0,2004_15,2,3,1.0,2004,15
alonso,1:20.645,0,0,2004_15,16,4,8.0,2004,15
sato,1:20.715,0,0,2004_15,4,5,0.0,2004,15
button,1:20.786,0,0,2004_15,3,6,17.0,2004,15
raikkonen,1:20.877,0,0,2004_15,19,7,4.0,2004,15
pizzonia,1:20.888,0,0,2004_15,7,8,0.0,2004,15
trulli,1:21.027,0,0,2004_15,10,9,20.0,2004,15
coulthard,1:21.049,0,0,2004_15,6,10,14.0,2004,15
zonta,1:21.520,0,0,2004_15,11,11,0.0,2004,15
webber,1:21.602,0,0,2004_15,9,12,7.0,2004,15
panis,1:21.841,0,0,2004_15,20,13,15.0,2004,15
klien,1:21.989,0,0,2004_15,13,14,0.0,2004,15
fisichella,1:22.239,0,0,2004_15,8,15,10.0,2004,15
massa,1:22.287,0,0,2004_15,12,16,0.0,2004,15
heidfeld,1:22.301,0,0,2004_15,14,20,9.0,2004,15
pantano,1:23.239,0,0,2004_15,17,17,0.0,2004,15
baumgartner,1:24.808,0,0,2004_15,15,19,11.0,2004,15
bruni,1:24.910,0,0,2004_15,18,18,0.0,2004,15
barrichello,1:34.012,0,0,2004_16,1,1,0.0,2004,16
raikkonen,1:34.178,0,0,2004_16,3,2,0.0,2004,16
button,1:34.295,0,0,2004_16,2,3,0.0,2004,16
massa,1:34.759,0,0,2004_16,8,4,0.0,2004,16
ralf_schumacher,1:34.891,0,0,2004_16,18,5,0.0,2004,16
alonso,1:34.917,0,0,2004_16,4,6,0.0,2004,16
fisichella,1:34.951,0,0,2004_16,7,7,0.0,2004,16
panis,1:34.975,0,0,2004_16,14,8,0.0,2004,16
sato,1:34.993,0,0,2004_16,6,18,0.0,2004,16
coulthard,1:35.029,0,0,2004_16,9,9,0.0,2004,16
montoya,1:35.245,0,0,2004_16,5,10,0.0,2004,16
webber,1:35.286,0,0,2004_16,10,11,0.0,2004,16
villeneuve,1:35.384,0,0,2004_16,11,12,0.0,2004,16
zonta,1:35.410,0,0,2004_16,19,13,0.0,2004,16
heidfeld,1:36.507,0,0,2004_16,13,14,0.0,2004,16
klien,1:36.535,0,0,2004_16,20,15,0.0,2004,16
glock,1:37.140,0,0,2004_16,15,16,0.0,2004,16
baumgartner,1:40.240,0,0,2004_16,16,19,0.0,2004,16
bruni,0,0,0,2004_16,17,17,0.0,2004,16
michael_schumacher,0,0,0,2004_16,12,20,0.0,2004,16
michael_schumacher,1:33.542,0,0,2004_17,1,1,8.0,2004,17
ralf_schumacher,1:34.032,0,0,2004_17,2,2,12.0,2004,17
webber,1:34.571,0,0,2004_17,20,3,11.0,2004,17
sato,1:34.897,0,0,2004_17,4,4,6.0,2004,17
button,1:35.157,0,0,2004_17,3,5,4.0,2004,17
trulli,1:35.213,0,0,2004_17,11,6,5.0,2004,17
fisichella,1:36.136,0,0,2004_17,8,7,17.0,2004,17
coulthard,1:36.156,0,0,2004_17,18,8,3.0,2004,17
villeneuve,1:36.274,0,0,2004_17,10,9,0.0,2004,17
panis,1:36.420,0,0,2004_17,14,10,10.0,2004,17
alonso,1:36.663,0,0,2004_17,5,11,18.0,2004,17
raikkonen,1:36.820,0,0,2004_17,6,12,2.0,2004,17
montoya,1:37.653,0,0,2004_17,7,13,20.0,2004,17
klien,1:38.258,0,0,2004_17,12,14,0.0,2004,17
barrichello,1:38.637,0,0,2004_17,19,15,1.0,2004,17
heidfeld,1:41.953,0,0,2004_17,13,16,9.0,2004,17
glock,1:43.533,0,0,2004_17,15,17,0.0,2004,17
bruni,1:48.069,0,0,2004_17,16,18,0.0,2004,17
baumgartner,0,0,0,2004_17,17,20,0.0,2004,17
massa,0,0,0,2004_17,9,19,0.0,2004,17
barrichello,1:10.646,0,0,2004_18,3,1,11.0,2004,18
montoya,1:10.850,0,0,2004_18,1,2,15.0,2004,18
raikkonen,1:10.892,0,0,2004_18,2,3,2.0,2004,18
massa,1:10.922,0,0,2004_18,8,4,0.0,2004,18
button,1:11.092,0,0,2004_18,20,5,12.0,2004,18
sato,1:11.120,0,0,2004_18,6,6,0.0,2004,18
ralf_schumacher,1:11.131,0,0,2004_18,5,7,7.0,2004,18
michael_schumacher,1:11.386,0,0,2004_18,7,18,14.0,2004,18
alonso,1:11.454,0,0,2004_18,4,8,3.0,2004,18
trulli,1:11.483,0,0,2004_18,12,9,8.0,2004,18
fisichella,1:11.571,0,0,2004_18,9,10,1.0,2004,18
webber,1:11.665,0,0,2004_18,18,11,9.0,2004,18
coulthard,1:11.750,0,0,2004_18,11,12,4.0,2004,18
villeneuve,1:11.836,0,0,2004_18,10,13,6.0,2004,18
zonta,1:11.974,0,0,2004_18,13,14,0.0,2004,18
klien,1:12.211,0,0,2004_18,14,15,0.0,2004,18
heidfeld,1:12.829,0,0,2004_18,19,16,20.0,2004,18
glock,1:13.502,0,0,2004_18,15,17,0.0,2004,18
baumgartner,1:13.550,0,0,2004_18,16,19,0.0,2004,18
bruni,0,0,0,2004_18,17,20,0.0,2004,18
fisichella,1:33.171,1:28.289,0,2005_1,1,1,10.0,2005,1
trulli,1:35.270,1:29.159,0,2005_1,9,2,7.0,2005,1
webber,1:36.717,1:28.279,0,2005_1,5,3,18.0,2005,1
villeneuve,1:36.984,1:29.862,0,2005_1,13,4,0.0,2005,1
coulthard,1:38.320,1:28.892,0,2005_1,4,5,8.0,2005,1
klien,1:37.486,1:29.991,0,2005_1,7,6,11.0,2005,1
heidfeld,1:39.717,1:29.413,0,2005_1,19,7,16.0,2005,1
button,1:41.512,1:30.616,0,2005_1,11,8,6.0,2005,1
montoya,1:45.325,1:29.320,0,2005_1,6,9,5.0,2005,1
raikkonen,1:44.997,1:30.561,0,2005_1,8,10,20.0,2005,1
barrichello,1:45.481,1:31.341,0,2005_1,2,11,2.0,2005,1
karthikeyan,1:44.357,1:32.735,0,2005_1,15,12,0.0,2005,1
alonso,1:47.708,1:29.758,0,2005_1,3,13,3.0,2005,1
monteiro,1:46.846,1:33.483,0,2005_1,16,14,0.0,2005,1
ralf_schumacher,1:51.495,1:31.222,0,2005_1,12,15,4.0,2005,1
friesacher,1:50.864,1:37.499,0,2005_1,17,16,0.0,2005,1
