,driverId,race_id,q1_timing,q2_timing,q3_timing,position,qualifying_pos,prev_year_pos,season,round
2507,webber,2006_14,1:28.307,1:27.608,1:29.436,10,9,20.0,2006,14
2508,klien,2006_14,1:28.271,1:27.852,0,11,10,8.0,2006,14
2509,rosa,2006_14,1:28.403,1:27.897,0,5,11,0.0,2006,14
2510,trulli,2006_14,1:28.549,1:27.973,0,9,12,6.0,2006,14
2511,barrichello,2006_14,1:28.411,1:28.257,0,8,13,10.0,2006,14
2512,rosberg,2006_14,1:28.889,1:28.386,0,18,14,0.0,2006,14
2513,albers,2006_14,1:29.021,1:28.639,0,16,22,16.0,2006,14
2514,coulthard,2006_14,1:29.136,0,0,15,16,7.0,2006,14
2515,speed,2006_14,1:29.158,0,0,13,17,0.0,2006,14
2516,liuzzi,2006_14,1:29.250,0,0,20,18,0.0,2006,14
2517,monteiro,2006_14,1:29.901,0,0,22,19,15.0,2006,14
2518,yamamoto,2006_14,1:30.607,0,0,19,20,0.0,2006,14
2519,sato,2006_14,1:30.850,0,0,17,21,9.0,2006,14
2520,raikkonen,2006_15,1:21.994,1:21.349,1:21.484,2,1,4.0,2006,15
2521,michael_schumacher,2006_15,1:21.711,1:21.353,1:21.486,1,2,10.0,2006,15
2522,heidfeld,2006_15,1:21.764,1:21.425,1:21.653,8,3,0.0,2006,15
2523,massa,2006_15,1:22.028,1:21.225,1:21.704,9,4,9.0,2006,15
2524,button,2006_15,1:22.512,1:21.572,1:22.011,5,5,8.0,2006,15
2525,kubica,2006_15,1:22.437,1:21.270,1:22.258,3,6,0.0,2006,15
2526,rosa,2006_15,1:22.422,1:21.878,1:22.280,20,7,0.0,2006,15
2527,barrichello,2006_15,1:22.640,1:21.688,1:22.787,6,8,12.0,2006,15
2528,fisichella,2006_15,1:22.486,1:21.722,1:23.175,4,9,3.0,2006,15
2529,alonso,2006_15,1:21.747,1:21.526,1:25.688,19,10,2.0,2006,15
2530,trulli,2006_15,1:22.093,1:21.924,0,7,11,5.0,2006,15
2531,rosberg,2006_15,1:22.581,1:22.203,0,22,12,0.0,2006,15
2532,ralf_schumacher,2006_15,1:22.622,1:22.280,0,15,13,6.0,2006,15
2533,coulthard,2006_15,1:22.618,1:22.589,0,12,14,15.0,2006,15
2534,speed,2006_15,1:22.943,1:23.165,0,13,15,0.0,2006,15
2535,klien,2006_15,1:22.898,0,0,11,16,13.0,2006,15
2536,liuzzi,2006_15,1:23.043,0,0,14,17,0.0,2006,15
2537,albers,2006_15,1:23.116,0,0,17,18,19.0,2006,15
2538,webber,2006_15,1:23.341,0,0,10,19,14.0,2006,15
2539,monteiro,2006_15,1:23.920,0,0,18,20,17.0,2006,15
2540,sato,2006_15,1:24.289,0,0,16,21,16.0,2006,15
2541,yamamoto,2006_15,1:26.001,0,0,21,22,0.0,2006,15
2542,alonso,2006_16,1:44.128,1:43.951,1:44.360,2,1,1.0,2006,16
2543,fisichella,2006_16,1:44.378,1:44.336,1:44.992,3,2,4.0,2006,16
2544,barrichello,2006_16,1:47.072,1:45.228,1:45.503,6,3,12.0,2006,16
2545,button,2006_16,1:45.809,1:44.662,1:45.503,4,4,8.0,2006,16
2546,raikkonen,2006_16,1:44.909,1:45.622,1:45.754,21,5,2.0,2006,16
2547,michael_schumacher,2006_16,1:47.366,1:45.660,1:45.775,1,6,20.0,2006,16
2548,rosa,2006_16,1:44.808,1:45.095,1:45.877,5,7,0.0,2006,16
2549,heidfeld,2006_16,1:46.249,1:45.055,1:46.053,7,8,0.0,2006,16
2550,kubica,2006_16,1:46.049,1:45.576,1:46.632,13,9,0.0,2006,16
2551,doornbos,2006_16,1:46.387,1:45.747,1:48.021,12,10,14.0,2006,16
2552,speed,2006_16,1:46.222,1:45.851,0,14,11,0.0,2006,16
2553,coulthard,2006_16,1:45.931,1:45.968,0,9,12,9.0,2006,16
2554,liuzzi,2006_16,1:45.564,1:46.172,0,10,13,0.0,2006,16
2555,webber,2006_16,1:48.560,1:46.413,0,8,14,7.0,2006,16
2556,rosberg,2006_16,1:47.535,1:47.419,0,11,15,0.0,2006,16
2557,ralf_schumacher,2006_16,1:48.894,0,0,17,16,3.0,2006,16
2558,trulli,2006_16,1:49.098,0,0,19,17,15.0,2006,16
2559,monteiro,2006_16,1:49.903,0,0,20,18,11.0,2006,16
2560,yamamoto,2006_16,1:55.560,0,0,16,19,0.0,2006,16
2561,massa,2006_16,1:47.231,1:45.970,0,18,20,6.0,2006,16
2562,sato,2006_16,1:50.326,0,0,22,21,17.0,2006,16
2563,albers,2006_16,1:49.542,0,0,15,22,16.0,2006,16
2564,massa,2006_17,1:30.112,1:29.830,1:29.599,2,1,10.0,2006,17
2565,michael_schumacher,2006_17,1:31.279,1:28.954,1:29.711,20,2,7.0,2006,17
2566,ralf_schumacher,2006_17,1:30.595,1:30.299,1:29.989,7,3,8.0,2006,17
2567,trulli,2006_17,1:30.420,1:30.204,1:30.039,6,4,18.0,2006,17
2568,alonso,2006_17,1:30.976,1:30.357,1:30.371,1,5,3.0,2006,17
2569,fisichella,2006_17,1:31.696,1:30.306,1:30.599,3,6,2.0,2006,17
2570,button,2006_17,1:30.847,1:30.268,1:30.992,4,7,5.0,2006,17
2571,barrichello,2006_17,1:31.972,1:30.598,1:31.478,12,8,11.0,2006,17
2572,heidfeld,2006_17,1:31.811,1:30.470,1:31.513,8,9,0.0,2006,17
2573,rosberg,2006_17,1:30.585,1:30.321,1:31.856,10,10,0.0,2006,17
2574,raikkonen,2006_17,1:32.080,1:30.827,0,5,11,1.0,2006,17
2575,kubica,2006_17,1:31.204,1:31.094,0,9,12,0.0,2006,17
2576,rosa,2006_17,1:31.581,1:31.254,0,11,13,0.0,2006,17
2577,webber,2006_17,1:31.647,1:31.276,0,19,14,4.0,2006,17
2578,liuzzi,2006_17,1:31.741,1:31.943,0,14,15,0.0,2006,17
2579,albers,2006_17,1:32.221,1:33.750,0,22,16,16.0,2006,17
2580,coulthard,2006_17,1:32.252,0,0,21,17,6.0,2006,17
2581,doornbos,2006_17,1:32.402,0,0,13,18,14.0,2006,17
2582,speed,2006_17,1:32.867,0,0,18,19,0.0,2006,17
2583,sato,2006_17,1:33.666,0,0,15,20,20.0,2006,17
2584,monteiro,2006_17,1:33.709,0,0,16,21,13.0,2006,17
2585,yamamoto,2006_17,0,0,0,17,22,0.0,2006,17
2586,massa,2006_18,1:10.643,1:10.775,1:10.680,1,1,11.0,2006,18
2587,raikkonen,2006_18,1:12.035,1:11.386,1:11.299,5,2,2.0,2006,18
2588,trulli,2006_18,1:11.885,1:11.343,1:11.328,19,3,13.0,2006,18
2589,alonso,2006_18,1:11.791,1:11.148,1:11.567,2,4,3.0,2006,18
2590,barrichello,2006_18,1:12.017,1:11.578,1:11.619,7,5,6.0,2006,18
2591,fisichella,2006_18,1:12.042,1:11.461,1:11.629,6,6,5.0,2006,18
2592,ralf_schumacher,2006_18,1:11.713,1:11.550,1:11.695,20,7,8.0,2006,18
2593,heidfeld,2006_18,1:12.307,1:11.648,1:11.882,17,8,0.0,2006,18
2594,kubica,2006_18,1:12.040,1:11.589,1:12.131,9,9,0.0,2006,18
2595,michael_schumacher,2006_18,1:11.565,1:10.313,0,4,10,4.0,2006,18
2596,webber,2006_18,1:11.973,1:11.650,0,21,11,17.0,2006,18
2597,rosa,2006_18,1:11.825,1:11.658,0,8,12,0.0,2006,18
2598,rosberg,2006_18,1:11.974,1:11.679,0,22,13,0.0,2006,18
2599,button,2006_18,1:12.085,1:11.742,0,3,14,7.0,2006,18
2600,doornbos,2006_18,1:12.530,1:12.591,0,12,22,18.0,2006,18
2601,liuzzi,2006_18,1:12.855,1:12.861,0,13,15,0.0,2006,18
2602,speed,2006_18,1:12.856,0,0,11,16,0.0,2006,18
2603,albers,2006_18,1:13.138,0,0,14,17,14.0,2006,18
2604,coulthard,2006_18,1:13.249,0,0,18,18,20.0,2006,18
2605,sato,2006_18,1:13.269,0,0,10,19,10.0,2006,18
2606,yamamoto,2006_18,1:13.357,0,0,16,20,0.0,2006,18
2607,monteiro,2006_18,0,0,0,15,21,16.0,2006,18
2608,raikkonen,2007_1,1:26.644,1:25.644,1:26.072,1,1,2.0,2007,1
2609,alonso,2007_1,1:26.697,1:25.326,1:26.493,2,2,1.0,2007,1
2610,heidfeld,2007_1,1:26.895,1:25.358,1:26.556,4,3,4.0,2007,1
2611,hamilton,2007_1,1:26.674,1:25.577,1:26.755,3,4,0.0,2007,1
2612,kubica,2007_1,1:26.696,1:25.882,1:27.347,20,5,0.0,2007,1
2613,fisichella,2007_1,1:27.270,1:25.944,1:27.634,5,6,5.0,2007,1
2614,webber,2007_1,1:26.978,1:26.623,1:27.934,13,7,18.0,2007,1
2615,trulli,2007_1,1:27.014,1:26.688,1:28.404,9,8,20.0,2007,1
2616,ralf_schumacher,2007_1,1:27.328,1:26.739,1:28.692,8,9,3.0,2007,1
2617,sato,2007_1,1:27.365,1:26.758,1:28.871,12,10,12.0,2007,1
2618,davidson,2007_1,1:26.986,1:26.909,0,16,11,0.0,2007,1
2619,rosberg,2007_1,1:27.596,1:26.914,0,7,12,21.0,2007,1
2620,kovalainen,2007_1,1:27.529,1:26.964,0,10,13,0.0,2007,1
2621,button,2007_1,1:27.540,1:27.264,0,15,14,10.0,2007,1
2622,wurz,2007_1,1:27.479,1:27.393,0,18,15,0.0,2007,1
2623,massa,2007_1,1:26.712,0,0,6,22,22.0,2007,1
2624,barrichello,2007_1,1:27.679,0,0,11,16,7.0,2007,1
2625,speed,2007_1,1:28.305,0,0,21,17,9.0,2007,1
2626,coulthard,2007_1,1:28.579,0,0,19,18,8.0,2007,1
2627,liuzzi,2007_1,1:29.267,0,0,14,19,16.0,2007,1
2628,sutil,2007_1,1:29.339,0,0,17,20,0.0,2007,1
2629,albers,2007_1,1:31.932,0,0,22,21,11.0,2007,1
2630,massa,2007_2,1:35.340,1:34.454,1:35.043,5,1,5.0,2007,2
2631,alonso,2007_2,1:34.942,1:34.057,1:35.310,1,2,2.0,2007,2
2632,raikkonen,2007_2,1:35.138,1:34.687,1:35.479,3,3,22.0,2007,2
2633,hamilton,2007_2,1:35.028,1:34.650,1:36.045,2,4,0.0,2007,2
2634,heidfeld,2007_2,1:35.617,1:35.203,1:36.543,4,5,15.0,2007,2
2635,rosberg,2007_2,1:35.755,1:35.380,1:36.829,19,6,21.0,2007,2
2636,kubica,2007_2,1:35.294,1:34.739,1:36.839,18,7,0.0,2007,2
2637,trulli,2007_2,1:35.666,1:35.255,1:36.902,7,8,9.0,2007,2
2638,ralf_schumacher,2007_2,1:35.736,1:35.595,1:37.078,15,9,8.0,2007,2
2639,webber,2007_2,1:35.727,1:35.579,1:37.345,10,10,19.0,2007,2
2640,kovalainen,2007_2,1:36.092,1:35.630,0,8,11,0.0,2007,2
2641,fisichella,2007_2,1:35.879,1:35.706,0,6,12,1.0,2007,2
2642,coulthard,2007_2,1:35.730,1:35.766,0,20,13,20.0,2007,2
2643,sato,2007_2,1:36.430,1:35.945,0,13,14,14.0,2007,2
2644,button,2007_2,1:35.913,1:36.088,0,12,15,3.0,2007,2
2645,liuzzi,2007_2,1:36.140,1:36.145,0,17,16,11.0,2007,2
2646,speed,2007_2,1:36.578,0,0,14,17,16.0,2007,2
2647,davidson,2007_2,1:36.816,0,0,16,18,0.0,2007,2
2648,barrichello,2007_2,1:36.827,0,0,11,22,10.0,2007,2
2649,wurz,2007_2,1:37.326,0,0,9,19,0.0,2007,2
2650,albers,2007_2,1:38.279,0,0,21,20,12.0,2007,2
2651,sutil,2007_2,1:38.415,0,0,22,21,0.0,2007,2
2652,massa,2007_3,1:32.443,1:31.359,1:32.652,1,1,9.0,2007,3
2653,hamilton,2007_3,1:32.580,1:31.752,1:32.935,2,2,0.0,2007,3
2654,raikkonen,2007_3,1:33.161,1:31.812,1:33.131,3,3,3.0,2007,3
2655,alonso,2007_3,1:33.049,1:32.214,1:33.192,5,4,1.0,2007,3
2656,heidfeld,2007_3,1:33.164,1:32.154,1:33.404,4,5,12.0,2007,3
2657,kubica,2007_3,1:33.348,1:32.292,1:33.710,6,6,0.0,2007,3
2658,fisichella,2007_3,1:33.556,1:32.889,1:34.056,8,7,21.0,2007,3
2659,webber,2007_3,1:33.496,1:32.808,1:34.106,17,8,6.0,2007,3
2660,trulli,2007_3,1:33.218,1:32.429,1:34.154,7,9,16.0,2007,3
2661,rosberg,2007_3,1:33.349,1:32.815,1:34.399,10,10,7.0,2007,3
2662,wurz,2007_3,1:33.759,1:32.915,0,11,11,0.0,2007,3
2663,kovalainen,2007_3,1:33.467,1:32.935,0,9,12,0.0,2007,3
2664,davidson,2007_3,1:33.299,1:33.082,0,16,13,0.0,2007,3
2665,ralf_schumacher,2007_3,1:33.923,1:33.294,0,12,14,14.0,2007,3
2666,barrichello,2007_3,1:33.776,1:33.624,0,13,15,15.0,2007,3
2667,button,2007_3,1:33.967,1:33.731,0,21,16,4.0,2007,3
2668,sato,2007_3,1:33.984,0,0,19,17,18.0,2007,3
2669,liuzzi,2007_3,1:34.024,0,0,20,18,11.0,2007,3
2670,speed,2007_3,1:34.333,0,0,22,19,13.0,2007,3
2671,sutil,2007_3,1:35.280,0,0,15,20,0.0,2007,3
2672,coulthard,2007_3,1:35.341,0,0,18,21,10.0,2007,3
2673,albers,2007_3,1:35.533,0,0,14,22,22.0,2007,3
2674,massa,2007_4,1:21.375,1:20.597,1:21.421,1,1,4.0,2007,4
2675,alonso,2007_4,1:21.609,1:20.797,1:21.451,3,2,1.0,2007,4
2676,raikkonen,2007_4,1:21.802,1:20.741,1:21.723,19,3,5.0,2007,4
2677,hamilton,2007_4,1:21.120,1:20.713,1:21.785,2,4,0.0,2007,4
2678,kubica,2007_4,1:21.941,1:21.381,1:22.253,4,5,0.0,2007,4
2679,trulli,2007_4,1:22.501,1:21.554,1:22.324,20,6,10.0,2007,4
2680,heidfeld,2007_4,1:21.625,1:21.113,1:22.389,15,7,8.0,2007,4
2681,kovalainen,2007_4,1:21.790,1:21.623,1:22.568,7,8,0.0,2007,4
2682,coulthard,2007_4,1:22.491,1:21.488,1:22.749,5,9,14.0,2007,4
2683,fisichella,2007_4,1:22.064,1:21.677,1:22.881,9,10,3.0,2007,4
2684,rosberg,2007_4,1:21.943,1:21.968,0,6,11,11.0,2007,4
2685,barrichello,2007_4,1:22.502,1:22.097,0,10,12,7.0,2007,4
2686,sato,2007_4,1:22.090,1:22.115,0,8,13,17.0,2007,4
2687,button,2007_4,1:22.503,1:22.120,0,12,14,6.0,2007,4
2688,davidson,2007_4,1:22.295,0,0,11,15,0.0,2007,4
2689,liuzzi,2007_4,1:22.508,0,0,17,16,15.0,2007,4
2690,ralf_schumacher,2007_4,1:22.666,0,0,16,17,20.0,2007,4
2691,wurz,2007_4,1:22.769,0,0,22,18,0.0,2007,4
2692,webber,2007_4,1:23.398,0,0,21,19,9.0,2007,4
2693,sutil,2007_4,1:23.811,0,0,13,20,0.0,2007,4
2694,albers,2007_4,1:23.990,0,0,14,21,18.0,2007,4
2695,speed,2007_4,0,0,0,18,22,19.0,2007,4
2696,alonso,2007_5,1:16.059,1:15.431,1:15.726,1,1,1.0,2007,5
2697,hamilton,2007_5,1:15.685,1:15.479,1:15.905,2,2,0.0,2007,5
2698,massa,2007_5,1:16.786,1:16.034,1:15.967,3,3,9.0,2007,5
2699,fisichella,2007_5,1:17.596,1:16.054,1:16.285,4,4,6.0,2007,5
2700,rosberg,2007_5,1:16.870,1:16.100,1:16.439,12,5,19.0,2007,5
2701,webber,2007_5,1:17.816,1:16.420,1:16.784,21,6,21.0,2007,5
2702,heidfeld,2007_5,1:17.385,1:15.733,1:16.832,6,7,7.0,2007,5
2703,kubica,2007_5,1:17.584,1:15.576,1:16.955,5,8,0.0,2007,5
2704,barrichello,2007_5,1:17.244,1:16.454,1:17.498,10,9,4.0,2007,5
2705,button,2007_5,1:17.297,1:16.457,1:17.939,11,10,11.0,2007,5
2706,wurz,2007_5,1:17.874,1:16.662,0,7,11,0.0,2007,5
2707,liuzzi,2007_5,1:16.720,1:16.703,0,22,12,10.0,2007,5
2708,coulthard,2007_5,1:17.204,1:16.319,0,14,13,3.0,2007,5
2709,trulli,2007_5,1:17.686,1:16.988,0,15,14,17.0,2007,5
2710,kovalainen,2007_5,1:17.836,1:17.125,0,13,15,0.0,2007,5
2711,raikkonen,2007_5,1:16.251,0,0,8,16,20.0,2007,5
2712,davidson,2007_5,1:18.250,0,0,18,17,0.0,2007,5
2713,speed,2007_5,1:18.390,0,0,9,18,13.0,2007,5
2714,sutil,2007_5,1:18.418,0,0,20,19,0.0,2007,5
2715,ralf_schumacher,2007_5,1:18.539,0,0,16,20,8.0,2007,5
2716,sato,2007_5,1:18.554,0,0,17,21,22.0,2007,5
2717,albers,2007_5,0,0,0,19,22,12.0,2007,5
2718,hamilton,2007_6,1:16.576,1:15.486,1:15.707,1,1,0.0,2007,6
2719,alonso,2007_6,1:16.562,1:15.522,1:16.163,7,2,1.0,2007,6
2720,heidfeld,2007_6,1:17.006,1:15.960,1:16.266,2,3,7.0,2007,6
2721,raikkonen,2007_6,1:16.468,1:16.592,1:16.411,5,4,3.0,2007,6
2722,massa,2007_6,1:16.756,1:16.138,1:16.570,21,5,5.0,2007,6
2723,webber,2007_6,1:17.315,1:16.257,1:16.913,9,6,12.0,2007,6
2724,rosberg,2007_6,1:17.016,1:16.190,1:16.919,10,7,21.0,2007,6
2725,kubica,2007_6,1:17.267,1:16.368,1:16.993,17,8,0.0,2007,6
2726,fisichella,2007_6,1:16.805,1:16.288,1:17.229,22,9,4.0,2007,6
2727,trulli,2007_6,1:17.324,1:16.600,1:17.747,13,10,6.0,2007,6
2728,sato,2007_6,1:17.490,1:16.743,0,6,11,15.0,2007,6
2729,liuzzi,2007_6,1:17.541,1:16.760,0,14,12,13.0,2007,6
2730,barrichello,2007_6,1:17.011,1:17.116,0,12,13,19.0,2007,6
2731,coulthard,2007_6,1:17.436,1:17.304,0,16,14,8.0,2007,6
2732,button,2007_6,1:17.522,1:17.541,0,20,15,9.0,2007,6
2733,speed,2007_6,1:17.433,1:17.571,0,19,16,10.0,2007,6
2734,davidson,2007_6,1:17.542,0,0,11,17,0.0,2007,6
2735,ralf_schumacher,2007_6,1:17.634,0,0,8,18,17.0,2007,6
2736,wurz,2007_6,1:18.089,0,0,3,19,0.0,2007,6
2737,sutil,2007_6,1:18.536,0,0,18,20,0.0,2007,6
2738,albers,2007_6,1:19.196,0,0,15,21,22.0,2007,6
2739,kovalainen,2007_6,1:17.806,0,0,4,22,0.0,2007,6
2740,hamilton,2007_7,1:12.563,1:12.065,1:12.331,1,1,0.0,2007,7
2741,alonso,2007_7,1:12.416,1:11.926,1:12.500,2,2,5.0,2007,7
2742,massa,2007_7,1:12.731,1:12.180,1:12.703,3,3,2.0,2007,7
2743,raikkonen,2007_7,1:12.732,1:12.111,1:12.839,4,4,16.0,2007,7
2744,heidfeld,2007_7,1:12.543,1:12.188,1:12.847,18,5,17.0,2007,7
2745,kovalainen,2007_7,1:12.998,1:12.599,1:13.308,5,6,0.0,2007,7
2746,vettel,2007_7,1:12.711,1:12.644,1:13.513,8,7,0.0,2007,7
2747,trulli,2007_7,1:13.186,1:12.828,1:13.789,6,8,4.0,2007,7
2748,webber,2007_7,1:13.425,1:12.788,1:13.871,7,9,19.0,2007,7
2749,fisichella,2007_7,1:13.168,1:12.603,1:13.953,9,10,3.0,2007,7
2750,coulthard,2007_7,1:13.424,1:12.873,0,20,11,7.0,2007,7
2751,ralf_schumacher,2007_7,1:12.851,1:12.920,0,22,12,10.0,2007,7
2752,button,2007_7,1:13.306,1:12.998,0,12,13,15.0,2007,7
2753,rosberg,2007_7,1:13.128,1:13.060,0,16,14,9.0,2007,7
2754,barrichello,2007_7,1:13.203,1:13.201,0,21,15,6.0,2007,7
2755,davidson,2007_7,1:13.164,1:13.259,0,11,16,0.0,2007,7
2756,wurz,2007_7,1:13.441,0,0,10,17,0.0,2007,7
2757,sato,2007_7,1:13.477,0,0,19,18,14.0,2007,7
2758,liuzzi,2007_7,1:13.484,0,0,17,19,8.0,2007,7
2759,speed,2007_7,1:13.712,0,0,13,20,20.0,2007,7
2760,sutil,2007_7,1:14.122,0,0,14,21,0.0,2007,7
2761,albers,2007_7,1:14.597,0,0,15,22,11.0,2007,7
2762,massa,2007_8,1:15.303,1:14.822,1:15.034,2,1,3.0,2007,8
2763,hamilton,2007_8,1:14.805,1:14.795,1:15.104,3,2,0.0,2007,8
2764,raikkonen,2007_8,1:14.872,1:14.828,1:15.257,1,3,5.0,2007,8
2765,kubica,2007_8,1:15.778,1:15.066,1:15.493,4,4,0.0,2007,8
2766,fisichella,2007_8,1:16.047,1:15.227,1:15.674,6,5,6.0,2007,8
2767,kovalainen,2007_8,1:15.524,1:15.272,1:15.826,15,6,0.0,2007,8
2768,heidfeld,2007_8,1:15.783,1:15.149,1:15.900,5,7,8.0,2007,8
2769,trulli,2007_8,1:16.118,1:15.379,1:15.935,21,8,19.0,2007,8
2770,rosberg,2007_8,1:16.092,1:15.331,1:16.328,9,9,14.0,2007,8
2771,alonso,2007_8,1:15.322,1:15.084,0,7,10,2.0,2007,8
2772,ralf_schumacher,2007_8,1:15.760,1:15.534,0,10,11,4.0,2007,8
2773,button,2007_8,1:16.113,1:15.584,0,8,12,17.0,2007,8
2774,barrichello,2007_8,1:16.140,1:15.761,0,11,13,20.0,2007,8
2775,webber,2007_8,1:15.746,1:15.806,0,12,14,18.0,2007,8
2776,speed,2007_8,1:15.980,1:16.049,0,18,15,10.0,2007,8
2777,coulthard,2007_8,1:15.915,0,0,13,16,9.0,2007,8
2778,liuzzi,2007_8,1:16.142,0,0,22,17,13.0,2007,8
2779,wurz,2007_8,1:16.241,0,0,14,18,0.0,2007,8
2780,davidson,2007_8,1:16.366,0,0,20,19,0.0,2007,8
2781,albers,2007_8,1:17.826,0,0,19,20,15.0,2007,8
2782,sutil,2007_8,1:17.915,0,0,17,21,0.0,2007,8
2783,sato,2007_8,1:16.244,0,0,16,22,22.0,2007,8
2784,hamilton,2007_9,1:19.885,1:19.400,1:19.997,3,1,0.0,2007,9
2785,raikkonen,2007_9,1:19.753,1:19.252,1:20.099,1,2,3.0,2007,9
2786,alonso,2007_9,1:19.330,1:19.152,1:20.147,2,3,1.0,2007,9
2787,massa,2007_9,1:19.790,1:19.421,1:20.265,5,4,5.0,2007,9
2788,kubica,2007_9,1:20.294,1:20.054,1:20.401,4,5,0.0,2007,9
2789,ralf_schumacher,2007_9,1:20.513,1:19.860,1:20.516,20,6,21.0,2007,9
2790,kovalainen,2007_9,1:20.570,1:20.077,1:20.721,7,7,0.0,2007,9
2791,fisichella,2007_9,1:20.842,1:20.042,1:20.775,8,8,4.0,2007,9
2792,heidfeld,2007_9,1:20.534,1:20.178,1:20.894,6,9,7.0,2007,9
2793,trulli,2007_9,1:21.150,1:20.133,1:21.240,17,10,11.0,2007,9
2794,webber,2007_9,1:20.583,1:20.235,0,22,11,22.0,2007,9
2795,coulthard,2007_9,1:21.154,1:20.329,0,11,12,12.0,2007,9
2796,wurz,2007_9,1:20.830,1:20.350,0,13,13,0.0,2007,9
2797,barrichello,2007_9,1:21.169,1:20.364,0,9,14,10.0,2007,9
2798,speed,2007_9,1:20.834,1:20.515,0,19,15,20.0,2007,9
2799,liuzzi,2007_9,1:21.160,1:20.823,0,16,16,13.0,2007,9
2800,rosberg,2007_9,1:21.219,0,0,12,17,9.0,2007,9
2801,button,2007_9,1:21.335,0,0,10,18,19.0,2007,9
2802,davidson,2007_9,1:21.448,0,0,18,19,0.0,2007,9
2803,sutil,2007_9,1:22.019,0,0,21,20,0.0,2007,9
2804,sato,2007_9,1:22.045,0,0,14,21,17.0,2007,9
2805,albers,2007_9,1:22.586,0,0,15,22,15.0,2007,9
2806,raikkonen,2007_10,1:31.522,1:31.237,1:31.450,14,1,4.0,2007,10
2807,alonso,2007_10,1:31.074,1:30.983,1:31.741,1,2,2.0,2007,10
2808,massa,2007_10,1:31.447,1:30.912,1:31.778,2,3,3.0,2007,10
2809,heidfeld,2007_10,1:31.889,1:31.652,1:31.840,6,4,10.0,2007,10
2810,kubica,2007_10,1:31.961,1:31.444,1:32.123,7,5,0.0,2007,10
2811,webber,2007_10,1:32.629,1:31.661,1:32.476,3,6,20.0,2007,10
2812,kovalainen,2007_10,1:32.594,1:31.783,1:32.478,8,7,0.0,2007,10
2813,trulli,2007_10,1:32.381,1:31.859,1:32.501,13,8,9.0,2007,10
2814,ralf_schumacher,2007_10,1:32.446,1:31.843,1:32.570,16,9,14.0,2007,10
2815,hamilton,2007_10,1:31.587,1:31.185,1:33.833,9,10,0.0,2007,10
2816,rosberg,2007_10,1:32.117,1:31.978,0,20,11,7.0,2007,10
2817,wurz,2007_10,1:32.173,1:31.996,0,4,12,0.0,2007,10
2818,fisichella,2007_10,1:32.378,1:32.010,0,10,13,6.0,2007,10
2819,barrichello,2007_10,1:32.674,1:32.221,0,11,14,5.0,2007,10
2820,davidson,2007_10,1:32.793,1:32.451,0,12,15,0.0,2007,10
2821,sato,2007_10,1:32.678,1:32.838,0,15,16,16.0,2007,10
2822,button,2007_10,1:32.983,0,0,18,17,18.0,2007,10
2823,speed,2007_10,1:33.038,0,0,21,18,11.0,2007,10
2824,liuzzi,2007_10,1:33.148,0,0,22,19,22.0,2007,10
2825,coulthard,2007_10,1:33.151,0,0,5,20,21.0,2007,10
2826,sutil,2007_10,1:34.500,0,0,19,21,0.0,2007,10
2827,markus_winkelhock,2007_10,1:35.940,0,0,17,22,0.0,2007,10
2828,alonso,2007_11,1:20.425,1:19.661,1:19.674,4,6,14.0,2007,11
2829,hamilton,2007_11,1:19.570,1:19.301,1:19.781,1,1,0.0,2007,11
2830,heidfeld,2007_11,1:20.751,1:20.322,1:20.259,3,2,3.0,2007,11
2831,raikkonen,2007_11,1:20.435,1:20.107,1:20.410,2,3,15.0,2007,11
2832,rosberg,2007_11,1:20.547,1:20.188,1:20.632,7,4,17.0,2007,11
2833,ralf_schumacher,2007_11,1:20.449,1:20.455,1:20.714,6,5,6.0,2007,11
2834,kubica,2007_11,1:20.366,1:20.703,1:20.876,5,7,22.0,2007,11
2835,fisichella,2007_11,1:21.645,1:20.590,1:21.079,12,13,18.0,2007,11
2836,trulli,2007_11,1:20.481,1:19.951,1:21.206,10,8,12.0,2007,11
2837,webber,2007_11,1:20.794,1:20.439,1:21.256,9,9,20.0,2007,11
2838,coulthard,2007_11,1:21.291,1:20.718,0,11,10,5.0,2007,11
2839,kovalainen,2007_11,1:20.285,1:20.779,0,8,11,0.0,2007,11
2840,wurz,2007_11,1:21.243,1:20.865,0,14,12,0.0,2007,11
2841,massa,2007_11,1:20.408,1:21.021,0,13,14,7.0,2007,11
2842,davidson,2007_11,1:21.018,1:21.127,0,20,15,0.0,2007,11
2843,liuzzi,2007_11,1:21.730,1:21.993,0,19,16,16.0,2007,11
2844,button,2007_11,1:21.737,0,0,21,17,1.0,2007,11
2845,barrichello,2007_11,1:21.877,0,0,18,18,4.0,2007,11
2846,sato,2007_11,1:22.143,0,0,15,19,13.0,2007,11
2847,vettel,2007_11,1:22.177,0,0,16,20,0.0,2007,11
2848,sutil,2007_11,1:22.737,0,0,17,21,0.0,2007,11
2849,yamamoto,2007_11,1:23.774,0,0,22,22,21.0,2007,11
2850,massa,2007_12,1:27.488,1:27.039,1:27.329,1,1,1.0,2007,12
2851,hamilton,2007_12,1:27.513,1:26.936,1:27.373,5,2,0.0,2007,12
2852,raikkonen,2007_12,1:27.294,1:26.902,1:27.546,2,3,21.0,2007,12
2853,alonso,2007_12,1:27.328,1:26.841,1:27.574,3,4,2.0,2007,12
